level;position;tech_stack;experience;gender;company;company_size;work_type;city;currency;salary;raise_period
Middle;Blockchain Developer;"Go;JavaScript | Html | Css;Solidity";3 - 5 Yýl;Erkek;Startup;6 - 10 Kiþi;Remote;Ýstanbul;$ - Dolar;3.000 - 3.999;1
Senior;Mobile Application Developer (Android);Kotlin;5 - 7 Yýl;Erkek;Startup;51 - 100 Kiþi;Remote;Ankara;$ - Dolar;4.000 - 4.999;1
Senior;Back-end Developer;.Net;7 - 10 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;80.000 - 84.999;1
Senior;Product Owner;"Java;.Net";7 - 10 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;80.000 - 84.999;2
Middle;Data Scientist;"Python;SQL";1 - 3 Yýl;Erkek;Startup;11 - 20 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;45.000 - 45.999;1
Junior;Cyber Security;"Python;Burp Suite, Nessus, OWASP ZAP with Kali Linux";1 - 3 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;51 - 100 Kiþi;Remote;* Ýsviçre;$ - Dolar;1.000 - 1.999;1
Senior;Back-end Developer;Java;7 - 10 Yýl;Erkek;Outsource;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;100.000 - 104.999;2
Middle;Mobile Application Developer (iOS);Swift;3 - 5 Yýl;Kadýn;Outsource;250+;Remote;Ýstanbul;? - Türk Lirasý;59.000 - 59.999;2
Senior;SAP/ABAP Developer & Consultant;SAP ABAP;5 - 7 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;80.000 - 84.999;1
Middle;Full Stack Developer;".Net;NodeJS;JavaScript | Html | Css";5 - 7 Yýl;Erkek;Startup;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;50.000 - 50.999;2
Senior;Software Architect;"Java;Go;JavaScript | Html | Css";5 - 7 Yýl;Erkek;Kurumsal;250+;Ofis;* ABD;$ - Dolar;11.000 - 11.999;1
Middle;Back-end Developer;Go;3 - 5 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;70.000 - 70.999;2
Senior;Mobile Application Developer (iOS);Swift;5 - 7 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;105.000 - 109.999;2
Senior;Front-end Developer;".Net;NodeJS;JavaScript | Html | Css;React;Vue";5 - 7 Yýl;Erkek;Kurumsal;250+;Remote;Ýzmir;? - Türk Lirasý;110.000 - 114.999;2
Junior;Back-end Developer;Java;1 - 3 Yýl;Erkek;Kurumsal;250+;Ofis;Ankara;? - Türk Lirasý;42.000 - 42.999;2
Senior;Data Scientist;"Python;Sql";1 - 3 Yýl;Erkek;Startup;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;80.000 - 84.999;2
Middle;Back-end Developer;.Net;5 - 7 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;21 - 50 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;58.000 - 58.999;1
Senior;Front-end Developer;Angular;3 - 5 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýzmir;? - Türk Lirasý;85.000 - 89.999;2
Senior;Back-end Developer;".Net;NodeJS;JavaScript | Html | Css";15 Yýl ve üzeri;Erkek;Startup;6 - 10 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;74.000 - 74.999;2
Senior;CTO;"Java;Php";15 Yýl ve üzeri;Erkek;E-Ticaret;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;200.000+;2
Senior;Back-end Developer;.Net;10 - 12 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;105.000 - 109.999;2
Middle;Full Stack Developer;"Java;JavaScript | Html | Css;Vue;Angular";3 - 5 Yýl;Erkek;Kurumsal;250+;Remote;* Estonya;€ - Euro;3.000 - 3.999;1
Junior;Full Stack Developer;".Net;JavaScript | Html | Css;Vue";1 - 3 Yýl;Erkek;Startup;21 - 50 Kiþi;Remote;Ýzmir;? - Türk Lirasý;18.000 - 18.999;1
Middle;DevOps Engineer;Python;1 - 3 Yýl;Erkek;Banka;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;66.000 - 66.999;2
Middle;Full Stack Developer;"JavaScript | Html | Css;React;React Native;Nextjs";1 - 3 Yýl;Erkek;Kobi;6 - 10 Kiþi;Ofis;Balýkesir;? - Türk Lirasý;34.000 - 34.999;2
Senior;Mobile Application Developer (Full Stack);".Net;Flutter";7 - 10 Yýl;Erkek;Startup;6 - 10 Kiþi;Remote;Ýstanbul;€ - Euro;5.000 - 5.999;1
Middle;Full Stack Developer;"Go;JavaScript | Html | Css;React";3 - 5 Yýl;Erkek;E-Ticaret;51 - 100 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;55.000 - 55.999;2
Junior;Full Stack Developer;".Net;JavaScript | Html | Css";1 - 3 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;6 - 10 Kiþi;Ofis;Bursa;? - Türk Lirasý;20.000 - 20.999;2
Junior;Back-end Developer;.Net;1 - 3 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;56.000 - 56.999;2
Middle;Full Stack Developer;"Java;NodeJS;Go;Python;React";3 - 5 Yýl;Erkek;Kamu Kurumu;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;63.000 - 63.999;2
Middle;Back-end Developer;C / C++;5 - 7 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýzmir;? - Türk Lirasý;80.000 - 84.999;4
Senior;Team / Tech Lead;"Php;NodeJS;Go";7 - 10 Yýl;Erkek;E-Ticaret;21 - 50 Kiþi;Remote;Bursa;? - Türk Lirasý;125.000 - 129.999;1
Senior;Back-end Developer;.Net;7 - 10 Yýl;Erkek;Outsource;250+;Remote;Aydýn;? - Türk Lirasý;90.000 - 94.999;2
Senior;Back-end Developer;Php;5 - 7 Yýl;Erkek;Þans Oyunlarý & Bahis;250+;Remote;Ýstanbul;? - Türk Lirasý;65.000 - 65.999;1
Senior;QA / Automation;Java;5 - 7 Yýl;Erkek;Banka;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;90.000 - 94.999;1
Senior;CTO;".Net;Python";15 Yýl ve üzeri;Erkek;Banka;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;200.000+;1
Senior;Team / Tech Lead;"Python;React;React Native";15 Yýl ve üzeri;Erkek;Savunma Sanayi;250+;Ofis;Ýstanbul;? - Türk Lirasý;105.000 - 109.999;2
Senior;QA / Automation;"NodeJS;JavaScript | Html | Css";5 - 7 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);* Hollanda;€ - Euro;5.000 - 5.999;1
Middle;Embedded Software Developer;C / C++;1 - 3 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;43.000 - 43.999;2
Senior;Full Stack Developer;".Net;NodeJS;React";7 - 10 Yýl;Kadýn;Kurumsal;51 - 100 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;110.000 - 114.999;2
Middle;Mobile Application Developer (Full Stack);React Native;1 - 3 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;101 - 249 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;39.000 - 39.999;2
Senior;Full Stack Developer;".Net;NodeJS;JavaScript | Html | Css";12 - 14 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;21 - 50 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;50.000 - 50.999;2
Junior;Back-end Developer;Java;1 - 3 Yýl;Erkek;Dijital / Reklam Ajansý;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;25.000 - 25.999;2
Junior;Full Stack Developer;"Java;JavaScript | Html | Css;Angular";1 - 3 Yýl;Erkek;Startup;101 - 249 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;45.000 - 45.999;1
Middle;Back-end Developer;"Php;NodeJS;Go;Vue";1 - 3 Yýl;Erkek;Kurumsal;21 - 50 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;50.000 - 50.999;2
Senior;Full Stack Developer;"Java;.Net;Php;NodeJS;Go;Python;Ruby";12 - 14 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Remote;Ankara;? - Türk Lirasý;62.000 - 62.999;2
Senior;Back-end Developer;Python;3 - 5 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;69.000 - 69.999;1
Senior;Back-end Developer;Java;3 - 5 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;95.000 - 99.999;2
Middle;Back-end Developer;Java;3 - 5 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;63.000 - 63.999;1
Junior;Front-end Developer;"JavaScript | Html | Css;Jquery";0 - 1 Yýl;Erkek;Kurumsal;250+;Remote;Aydýn;? - Türk Lirasý;27.000 - 27.999;2
Senior;Back-end Developer;Java;7 - 10 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;115.000 - 119.999;1
Senior;Full Stack Developer;"NodeJS;JavaScript | Html | Css;React;React Native";5 - 7 Yýl;Erkek;Satýþ & Pazarlama;101 - 249 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;65.000 - 65.999;1
Senior;Full Stack Developer;"Php;NodeJS;JavaScript | Html | Css;React";10 - 12 Yýl;Erkek;E-Ticaret;250+;Remote;* Almanya;€ - Euro;4.000 - 4.999;1
Junior;Front-end Developer;"NodeJS;JavaScript | Html | Css;Angular";0 - 1 Yýl;Erkek;Startup;6 - 10 Kiþi;Hibrit (Ofis + Remote);Kocaeli;? - Türk Lirasý;20.000 - 20.999;1
Middle;Back-end Developer;Java;1 - 3 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;51 - 100 Kiþi;Remote;Ýstanbul;€ - Euro;1.000 - 1.999;1
Middle;SAP/ABAP Developer & Consultant;Sap abap;1 - 3 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;101 - 249 Kiþi;Remote;Ýzmir;? - Türk Lirasý;44.000 - 44.999;2
Junior;Front-end Developer;"JavaScript | Html | Css;Angular";1 - 3 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;51 - 100 Kiþi;Remote;Edirne;? - Türk Lirasý;40.000 - 40.999;2
Senior;Team / Tech Lead;"Java;JavaScript | Html | Css;React";15 Yýl ve üzeri;Kadýn;Banka;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;100.000 - 104.999;2
Senior;QA / Manuel Test;Test tools;7 - 10 Yýl;Kadýn;Kurumsal;11 - 20 Kiþi;Remote;Mersin;? - Türk Lirasý;50.000 - 50.999;2
Senior;Full Stack Developer;".Net;Python;React;Angular";5 - 7 Yýl;Kadýn;Startup;11 - 20 Kiþi;Remote;Ankara;? - Türk Lirasý;90.000 - 94.999;2
Senior;Director of Software Development;"Java;.Net;Kotlin;Angular;Unity";15 Yýl ve üzeri;Erkek;Startup;21 - 50 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;85.000 - 89.999;2
Middle;Full Stack Developer;".Net;JavaScript | Html | Css;React;React Native";1 - 3 Yýl;Erkek;Kurumsal;250+;Remote;Sakarya;? - Türk Lirasý;49.000 - 49.999;2
Senior;Back-end Developer;".Net;Python";5 - 7 Yýl;Erkek;Startup;101 - 249 Kiþi;Remote;Balýkesir;? - Türk Lirasý;80.000 - 84.999;2
Senior;Mobile Application Developer (Full Stack);"Kotlin;Swift";7 - 10 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;85.000 - 89.999;2
Senior;Team / Tech Lead;"Java;React";10 - 12 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;250+;Remote;Ýzmir;? - Türk Lirasý;150.000 - 154.999;2
Senior;Front-end Developer;React;7 - 10 Yýl;Erkek;E-Ticaret;250+;Remote;Ýstanbul;? - Türk Lirasý;105.000 - 109.999;2
Middle;Full Stack Developer;"Php;JavaScript | Html | Css";3 - 5 Yýl;Erkek;Startup;21 - 50 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;60.000 - 60.999;1
Middle;Back-end Developer;"Java;.Net;Kotlin;JavaScript | Html | Css;React;Vue;React Native";5 - 7 Yýl;Erkek;E-Ticaret;250+;Remote;Ýzmir;? - Türk Lirasý;100.000 - 104.999;2
Middle;Data Scientist;Python;1 - 3 Yýl;Kadýn;E-Ticaret;250+;Hibrit (Ofis + Remote);* Hollanda;€ - Euro;4.000 - 4.999;1
Senior;Business Analyst;".Net;Python;JavaScript | Html | Css;React;React Native";5 - 7 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;90.000 - 94.999;2
Senior;Team / Tech Lead;"NodeJS;JavaScript | Html | Css;React";5 - 7 Yýl;Erkek;Outsource;51 - 100 Kiþi;Hibrit (Ofis + Remote);* Çekya;$ - Dolar;3.000 - 3.999;2
Senior;Mobile Application Developer (Android);Kotlin;10 - 12 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;145.000 - 149.999;2
Senior;Mobile Application Developer (Android);"Kotlin;Flutter";7 - 10 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;85.000 - 89.999;3
Middle;Front-end Developer;"JavaScript | Html | Css;Vue";3 - 5 Yýl;Erkek;E-Ticaret;250+;Þu an hibrit ama ofise döneceðiz.;Trabzon;? - Türk Lirasý;45.000 - 45.999;2
Senior;Front-end Developer;"JavaScript | Html | Css;React";7 - 10 Yýl;Erkek;E-Ticaret;250+;Remote;Ýstanbul;? - Türk Lirasý;115.000 - 119.999;2
Junior;Back-end Developer;Java;0 - 1 Yýl;Kadýn;Startup;21 - 50 Kiþi;Remote;Ankara;? - Türk Lirasý;30.000 - 30.999;2
Senior;System Admin & Engineer;".Net;Kodlama yapmýyorum";3 - 5 Yýl;Kadýn;E-Ticaret;250+;Remote;Ýstanbul;? - Türk Lirasý;90.000 - 94.999;2
Senior;Back-end Developer;.Net;5 - 7 Yýl;Kadýn;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;95.000 - 99.999;2
Middle;Front-end Developer;"JavaScript | Html | Css;React";1 - 3 Yýl;Kadýn;E-Ticaret;21 - 50 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;23.000 - 23.999;1
Senior;Mobile Application Developer (Full Stack);"Java;Flutter";10 - 12 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;115.000 - 119.999;1
Middle;Mobile Application Developer (iOS);Swift;1 - 3 Yýl;Kadýn;Outsource;6 - 10 Kiþi;Remote;Konya;? - Türk Lirasý;42.000 - 42.999;2
Senior;Back-end Developer;.Net;5 - 7 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;90.000 - 94.999;2
Senior;Software Architect;.Net;10 - 12 Yýl;Erkek;Banka;250+;Þu an remote ama hibrite döneceðiz.;Kocaeli;? - Türk Lirasý;115.000 - 119.999;1
Senior;Mobile Application Developer (Android);"Java;Kotlin";7 - 10 Yýl;Erkek;Outsource;250+;Remote;Ankara;€ - Euro;2.000 - 2.999;1
Middle;Full Stack Developer;".Net;JavaScript | Html | Css;Angular";3 - 5 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;60.000 - 60.999;1
Junior;Embedded Software Developer;"Python;C / C++";0 - 1 Yýl;Erkek;Savunma Sanayi;11 - 20 Kiþi;Ofis;Ankara;? - Türk Lirasý;38.000 - 38.999;2
Middle;Mobile Application Developer (Android);"Kotlin;Swift";3 - 5 Yýl;Erkek;Outsource;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;50.000 - 50.999;2
Junior;Back-end Developer;"Java;NodeJS;React";1 - 3 Yýl;Erkek;Outsource;51 - 100 Kiþi;Remote;Ankara;? - Türk Lirasý;30.000 - 30.999;2
Senior;Software Architect;.Net;12 - 14 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;110.000 - 114.999;2
Senior;Data Scientist;Python;3 - 5 Yýl;Erkek;Banka;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;80.000 - 84.999;2
Junior;CRM Developer;".Net;JavaScript | Html | Css";0 - 1 Yýl;Kadýn;Kurumsal;250+;Remote;Ýzmir;? - Türk Lirasý;47.000 - 47.999;2
Senior;Full Stack Developer;".Net;React";3 - 5 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;80.000 - 84.999;2
Middle;QA / Manuel Test;Java;5 - 7 Yýl;Erkek;E-Ticaret;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;60.000 - 60.999;1
Middle;QA / Automation;Cypress;3 - 5 Yýl;Erkek;E-Ticaret;250+;Remote;Ýstanbul;? - Türk Lirasý;60.000 - 60.999;2
Middle;Back-end Developer;Java;1 - 3 Yýl;Erkek;Banka;250+;Remote;Isparta;? - Türk Lirasý;59.000 - 59.999;2
Junior;Full Stack Developer;".Net;Angular";1 - 3 Yýl;Erkek;Startup;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ankara;? - Türk Lirasý;48.000 - 48.999;2
Middle;Back-end Developer;Java;3 - 5 Yýl;Erkek;Startup;11 - 20 Kiþi;Remote;Ankara;$ - Dolar;3.000 - 3.999;1
Senior;Back-end Developer;.Net;10 - 12 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;100.000 - 104.999;1
Senior;Mobile Application Developer (Full Stack);Flutter;5 - 7 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;80.000 - 84.999;2
Senior;Team / Tech Lead;Kotlin;10 - 12 Yýl;Erkek;Startup;101 - 249 Kiþi;Remote;Ankara;$ - Dolar;4.000 - 4.999;1
Senior;Back-end Developer;.Net;5 - 7 Yýl;Erkek;Kurumsal;250+;Remote;Ankara;? - Türk Lirasý;85.000 - 89.999;2
Middle;Back-end Developer;".Net;JavaScript | Html | Css";3 - 5 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;250+;Þu an remote ama hibrite döneceðiz.;Ýstanbul;? - Türk Lirasý;73.000 - 73.999;2
Middle;Mobile Application Developer (Full Stack);"JavaScript | Html | Css;React Native";3 - 5 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;11 - 20 Kiþi;Remote;Tokat;$ - Dolar;1.000 - 1.999;2
Senior;Team / Tech Lead;Ruby;5 - 7 Yýl;Erkek;Startup;21 - 50 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;62.000 - 62.999;2
Junior;Back-end Developer;Java;0 - 1 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;37.000 - 37.999;1
Senior;Back-end Developer;.Net;7 - 10 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;100.000 - 104.999;2
Senior;Data Scientist;Python;10 - 12 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;120.000 - 124.999;2
Middle;Back-end Developer;".Net;JavaScript | Html | Css";3 - 5 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;60.000 - 60.999;1
Senior;Full Stack Developer;"Java;.Net;Php;C / C++;JavaScript | Html | Css;Angular";10 - 12 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Hibrit (Ofis + Remote);Bursa;? - Türk Lirasý;50.000 - 50.999;1
Senior;Front-end Developer;"JavaScript | Html | Css;Angular";1 - 3 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;40.000 - 40.999;2
Junior;Back-end Developer;NodeJS;1 - 3 Yýl;Erkek;Startup;1 - 5 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;46.000 - 46.999;4
Senior;Full Stack Developer;".Net;JavaScript | Html | Css;Angular";7 - 10 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Remote;ANTALYA;? - Türk Lirasý;80.000 - 84.999;2
Middle;Back-end Developer;".Net;Php";1 - 3 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;45.000 - 45.999;2
Senior;Director of Software Development;"Python;Sql, bi tools, SAP ";15 Yýl ve üzeri;Erkek;Yazýlým Evi & Danýþmanlýk;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;145.000 - 149.999;2
Senior;Back-end Developer;.Net;7 - 10 Yýl;Erkek;Kurumsal;21 - 50 Kiþi;Ofis;Ankara;? - Türk Lirasý;65.000 - 65.999;2
Senior;Back-end Developer;.Net;15 Yýl ve üzeri;Erkek;Yazýlým Evi & Danýþmanlýk;11 - 20 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;105.000 - 109.999;2
Middle;Front-end Developer;React;1 - 3 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;61.000 - 61.999;1
Middle;DevOps Engineer;"Go;Python;Docker, Kubernetes";0 - 1 Yýl;Erkek;E-Ticaret;250+;Remote;Muðla;? - Türk Lirasý;30.000 - 30.999;2
Senior;Product Manager;Unity;10 - 12 Yýl;Kadýn;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;90.000 - 94.999;2
Middle;Full Stack Developer;"NodeJS;Python;Ruby;JavaScript | Html | Css;Vue";3 - 5 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;250+;Remote;Ýstanbul;? - Türk Lirasý;47.000 - 47.999;2
Senior;Full Stack Developer;"Java;.Net;Php;NodeJS;JavaScript | Html | Css";15 Yýl ve üzeri;Erkek;Startup;11 - 20 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;85.000 - 89.999;1
Senior;Full Stack Developer;".Net;JavaScript | Html | Css;Angular";5 - 7 Yýl;Erkek;Kurumsal;250+;Ofis;Ýstanbul;? - Türk Lirasý;85.000 - 89.999;2
Senior;Mobile Application Developer (Full Stack);React Native;7 - 10 Yýl;Erkek;Kurumsal;250+;Þu an remote ama hibrite döneceðiz.;Kocaeli;? - Türk Lirasý;70.000 - 70.999;1
Middle;Back-end Developer;.Net;3 - 5 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;250+;Remote;Ýstanbul;? - Türk Lirasý;62.000 - 62.999;4
Senior;Back-end Developer;NodeJS;3 - 5 Yýl;Erkek;E-Ticaret;250+;Ofis;Ýzmir;? - Türk Lirasý;85.000 - 89.999;1
Middle;Back-end Developer;"Php;Go;Python";3 - 5 Yýl;Erkek;Kurumsal;250+;Remote;Ýstanbul;? - Türk Lirasý;50.000 - 50.999;1
Middle;Front-end Developer;"Vue;Nuxt";1 - 3 Yýl;Erkek;Kurumsal;6 - 10 Kiþi;Remote;Antalya;? - Türk Lirasý;56.000 - 56.999;1
Junior;Full Stack Developer;.Net;0 - 1 Yýl;Erkek;Startup;1 - 5 Kiþi;Þu an remote ama hibrite döneceðiz.;Ýstanbul;? - Türk Lirasý;25.000 - 25.999;2
Middle;Back-end Developer;.Net;3 - 5 Yýl;Erkek;Kurumsal;11 - 20 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;51.000 - 51.999;1
Senior;Full Stack Developer;"Java;.Net;Angular";15 Yýl ve üzeri;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;80.000 - 84.999;2
Middle;Back-end Developer;Java;3 - 5 Yýl;Erkek;Outsource;51 - 100 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;73.000 - 73.999;2
Senior;Front-end Developer;"React;React Native";12 - 14 Yýl;Erkek;Startup;11 - 20 Kiþi;Remote;Antalya;$ - Dolar;5.000 - 5.999;1
Middle;Front-end Developer;Flutter;1 - 3 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;52.000 - 52.999;1
Senior;Back-end Developer;"Java;.Net";3 - 5 Yýl;Erkek;Yazýlým Evi & Danýþmanlýk;250+;Remote;Hatay;? - Türk Lirasý;90.000 - 94.999;2
Senior;Back-end Developer;.Net;5 - 7 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;85.000 - 89.999;2
Senior;Software Architect;"Java;Angular;Flutter";12 - 14 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Ofis;Ankara;? - Türk Lirasý;95.000 - 99.999;1
Senior;Front-end Developer;"NodeJS;React;React Native";10 - 12 Yýl;Erkek;Kurumsal;101 - 249 Kiþi;Remote;Ýstanbul;? - Türk Lirasý;100.000 - 104.999;1
Junior;Mobile Application Developer (iOS);Swift;0 - 1 Yýl;Erkek;Startup;21 - 50 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;18.000 - 18.999;1
Senior;Mobile Application Developer (Android);Kotlin;5 - 7 Yýl;Erkek;Outsource;51 - 100 Kiþi;Remote;Ýstanbul;$ - Dolar;3.000 - 3.999;1
Middle;Mobile Application Developer (iOS);"Swift;Objective C";5 - 7 Yýl;Erkek;Outsource;51 - 100 Kiþi;Remote;Ankara;? - Türk Lirasý;48.000 - 48.999;2
Middle;Back-end Developer;Java;3 - 5 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;73.000 - 73.999;4
Middle;Front-end Developer;"Ruby;JavaScript | Html | Css;React;React Native";3 - 5 Yýl;Erkek;Kurumsal;21 - 50 Kiþi;Remote;Bursa;$ - Dolar;2.000 - 2.999;1
Middle;Full Stack Developer;".Net;JavaScript | Html | Css;Angular";3 - 5 Yýl;Erkek;Kurumsal;21 - 50 Kiþi;Remote;Bursa;? - Türk Lirasý;42.000 - 42.999;2
Junior;Full Stack Developer;".Net;JavaScript | Html | Css";0 - 1 Yýl;Erkek;Startup;6 - 10 Kiþi;Ofis;Balýkesir;? - Türk Lirasý;24.000 - 24.999;1
Junior;QA / Manuel Test;.Net;0 - 1 Yýl;Erkek;Kurumsal;250+;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;34.000 - 34.999;1
Senior;Front-end Developer;React;5 - 7 Yýl;Erkek;Kurumsal;51 - 100 Kiþi;Remote;Ýstanbul;$ - Dolar;7.000 - 7.999;1
Middle;Full Stack Developer;"Java;.Net;JavaScript | Html | Css";1 - 3 Yýl;Erkek;Banka;250+;Remote;Niðde;? - Türk Lirasý;56.000 - 56.999;2
Senior;Product Owner;SQL;7 - 10 Yýl;Erkek;Banka;51 - 100 Kiþi;Hibrit (Ofis + Remote);Ýstanbul;? - Türk Lirasý;95.000 - 99.999;2
Middle;Back-end Developer;".Net;Php;NodeJS";5 - 7 Yýl;Erkek;Startup;6 - 10 Kiþi;Ofis;Ýstanbul;? - Türk Lirasý;49.000 - 49.999;2
